iteration,EPT,EPI
62400,1.040E-03,0.000E+00
62500,1.004E-03,0.000E+00
62600,9.940E-04,0.000E+00
62700,9.824E-04,0.000E+00
62800,9.521E-04,0.000E+00
62900,9.475E-04,0.000E+00
63000,9.805E-04,0.000E+00
63100,9.769E-04,0.000E+00
63200,1.068E-03,0.000E+00
63300,1.091E-03,0.000E+00
63400,1.042E-03,0.000E+00
63500,1.049E-03,0.000E+00
63600,1.082E-03,0.000E+00
63700,1.073E-03,0.000E+00
63800,1.084E-03,0.000E+00
63900,1.032E-03,0.000E+00
64000,9.712E-04,0.000E+00
64100,1.000E-03,0.000E+00
64200,1.012E-03,0.000E+00
64300,1.006E-03,0.000E+00
64400,9.803E-04,0.000E+00
64500,9.957E-04,0.000E+00
64600,1.040E-03,0.000E+00
64700,1.044E-03,0.000E+00
64800,1.008E-03,0.000E+00
64900,9.963E-04,0.000E+00
65000,9.882E-04,0.000E+00
65100,9.631E-04,0.000E+00
65200,1.014E-03,0.000E+00
65300,1.057E-03,0.000E+00
65400,1.065E-03,0.000E+00
65500,1.129E-03,0.000E+00
65600,1.149E-03,0.000E+00
65700,1.114E-03,0.000E+00
65800,1.143E-03,0.000E+00
65900,1.155E-03,0.000E+00
66000,1.184E-03,0.000E+00
66100,1.181E-03,0.000E+00
66200,1.117E-03,0.000E+00
66300,1.040E-03,0.000E+00
66400,1.001E-03,0.000E+00
66500,9.655E-04,0.000E+00
66600,1.024E-03,0.000E+00
66700,1.020E-03,0.000E+00
66800,9.987E-04,0.000E+00
66900,9.692E-04,0.000E+00
67000,1.026E-03,0.000E+00
67100,1.052E-03,0.000E+00
67200,1.018E-03,0.000E+00
67300,9.943E-04,0.000E+00
67400,9.934E-04,0.000E+00
67500,9.937E-04,0.000E+00
67600,9.254E-04,0.000E+00
67700,9.813E-04,0.000E+00
67800,9.787E-04,0.000E+00
67900,1.033E-03,0.000E+00
68000,1.105E-03,0.000E+00
68100,1.061E-03,0.000E+00
68200,1.033E-03,0.000E+00
68300,1.082E-03,0.000E+00
68400,1.075E-03,0.000E+00
68500,1.083E-03,0.000E+00
68600,1.052E-03,0.000E+00
68700,9.948E-04,0.000E+00
